period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
1994,NV,Nevada,ALL,Total,1764,19658,6.9,84925,4.3,53260,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NM,New Mexico,ALL,Total,2094,28930,8.2,124518,4.1,63041,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NM,New Mexico,PET,Petroleum,,22,,19,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NM,New Mexico,OTH,Other,,0,,26,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NM,New Mexico,NG,Natural Gas,,2017,,4816,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NM,New Mexico,COL,Coal,,26891,,119656,,63018,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NJ,New Jersey,ALL,Total,851,18744,2,49067,2.3,56272,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NJ,New Jersey,PET,Petroleum,,2288,,3244,,5836,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NJ,New Jersey,OTH,Other,,832,,2768,,203,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NJ,New Jersey,NG,Natural Gas,,9748,,15733,,49,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NJ,New Jersey,COL,Coal,,5876,,27321,,50184,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NH,New Hampshire,ALL,Total,757,4633,3.2,21783,7.5,50350,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NH,New Hampshire,PET,Petroleum,,1346,,1972,,12645,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NH,New Hampshire,OTH,Other,,106,,1392,,96,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NH,New Hampshire,NG,Natural Gas,,69,,140,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NH,New Hampshire,COL,Coal,,3113,,18280,,37609,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NE,Nebraska,ALL,Total,1511,15100,7.8,85512,5.2,56669,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NE,Nebraska,PET,Petroleum,,19,,6,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NE,Nebraska,NG,Natural Gas,,160,,409,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NE,Nebraska,COL,Coal,,14921,,85097,,56657,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ND,North Dakota,ALL,Total,2294,30404,5,73180,10.5,153217,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ND,North Dakota,PET,Petroleum,,107,,160,,534,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ND,North Dakota,NG,Natural Gas,,0,,0,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ND,North Dakota,COL,Coal,,30296,,73020,,152684,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NC,North Carolina,ALL,Total,1238,56740,4.9,249201,8.6,433892,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NC,North Carolina,PET,Petroleum,,1156,,1617,,1168,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NC,North Carolina,OTH,Other,,29,,3931,,17000,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NC,North Carolina,NG,Natural Gas,,279,,604,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,NC,North Carolina,COL,Coal,,55277,,243049,,415724,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OK,Oklahoma,ALL,Total,1807,41124,7.2,180586,4.4,109265,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OK,Oklahoma,PET,Petroleum,,132,,209,,91,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OK,Oklahoma,OTH,Other,,0,,656,,2669,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OK,Oklahoma,NG,Natural Gas,,9479,,22037,,53,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OK,Oklahoma,COL,Coal,,31512,,157684,,106452,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OH,Ohio,ALL,Total,1909,114359,8.2,537546,31.9,2100354,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OH,Ohio,PET,Petroleum,,921,,1359,,3474,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OH,Ohio,OTH,Other,,7,,2581,,10913,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OH,Ohio,NG,Natural Gas,,335,,892,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,OH,Ohio,COL,Coal,,113097,,532713,,2085965,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MS,Mississippi,ALL,Total,1176,15327,4.2,59758,7.7,110143,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MS,Mississippi,PET,Petroleum,,913,,1725,,15868,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MS,Mississippi,OTH,Other,,0,,4863,,17121,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MS,Mississippi,NG,Natural Gas,,5771,,14935,,32,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MS,Mississippi,COL,Coal,,8643,,38233,,77122,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MO,Missouri,ALL,Total,1803,50701,9.2,283974,17.6,543932,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MO,Missouri,PET,Petroleum,,814,,2358,,6674,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MO,Missouri,NG,Natural Gas,,278,,772,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MO,Missouri,COL,Coal,,49609,,280843,,537257,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MN,Minnesota,ALL,Total,1691,33747,8.7,190274,6.3,138769,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MN,Minnesota,PET,Petroleum,,649,,87,,130,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MN,Minnesota,OTH,Other,,187,,4482,,9265,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MN,Minnesota,NG,Natural Gas,,839,,2065,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MN,Minnesota,COL,Coal,,32071,,183640,,129370,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MI,Michigan,ALL,Total,1684,75232,7.2,353048,9.1,446989,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MI,Michigan,PET,Petroleum,,1220,,2297,,16517,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MI,Michigan,OTH,Other,,387,,4163,,4569,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MI,Michigan,NG,Natural Gas,,6011,,13493,,35,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MI,Michigan,COL,Coal,,67614,,333094,,425868,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ME,Maine,ALL,Total,635,4753,1.9,15522,2.8,22809,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ME,Maine,PET,Petroleum,,3292,,5054,,7243,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ME,Maine,OTH,Other,,389,,6204,,11242,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ME,Maine,NG,Natural Gas,,7,,18,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,ME,Maine,COL,Coal,,1066,,4245,,4323,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MD,Maryland,ALL,Total,1433,29532,4.8,108600,11.8,267974,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MD,Maryland,PET,Petroleum,,4021,,6859,,32043,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MD,Maryland,OTH,Other,,308,,1414,,2673,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MD,Maryland,NG,Natural Gas,,1005,,2447,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MD,Maryland,COL,Coal,,24199,,97881,,233251,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MA,Massachusetts,ALL,Total,1449,24991,2.8,53664,6.7,127948,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MA,Massachusetts,PET,Petroleum,,8504,,10150,,57010,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MA,Massachusetts,OTH,Other,,1280,,3724,,683,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MA,Massachusetts,NG,Natural Gas,,5815,,10308,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MA,Massachusetts,COL,Coal,,9392,,29482,,70225,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MT,Montana,ALL,Total,1565,17896,7.2,90844,1.8,22088,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MT,Montana,PET,Petroleum,,24,,19,,36,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MT,Montana,OTH,Other,,0,,346,,1056,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MT,Montana,NG,Natural Gas,,94,,228,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,MT,Montana,COL,Coal,,17778,,90251,,20996,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AR,Arkansas,ALL,Total,1264,24148,5.4,113096,4.1,86462,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AR,Arkansas,PET,Petroleum,,81,,93,,268,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AR,Arkansas,OTH,Other,,94,,4181,,13948,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AR,Arkansas,NG,Natural Gas,,2945,,7523,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AR,Arkansas,COL,Coal,,21028,,101298,,72229,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AL,Alabama,ALL,Total,1382,63295,5.2,263007,11.2,565584,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AL,Alabama,PET,Petroleum,,482,,522,,707,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AL,Alabama,OTH,Other,,7,,8739,,27191,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AL,Alabama,NG,Natural Gas,,2130,,3957,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AL,Alabama,COL,Coal,,60676,,249787,,537679,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AK,Alaska,ALL,Total,1516,4111,4.4,13187,4.1,12296,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AK,Alaska,PET,Petroleum,,446,,574,,321,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AK,Alaska,OTH,Other,,0,,314,,1366,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AK,Alaska,NG,Natural Gas,,2188,,5711,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AK,Alaska,COL,Coal,,1477,,6589,,10598,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,DC,District of Columbia,ALL,Total,2495,311,2.2,304,12.3,1689,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,DC,District of Columbia,PET,Petroleum,,311,,304,,1689,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CT,Connecticut,ALL,Total,600,8510,1.4,22447,1.7,27230,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CT,Connecticut,PET,Petroleum,,3214,,4587,,17415,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CT,Connecticut,OTH,Other,,783,,2562,,164,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CT,Connecticut,NG,Natural Gas,,1012,,2355,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CT,Connecticut,COL,Coal,,3501,,12944,,9645,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CO,Colorado,ALL,Total,2088,33837,8.6,153256,6.1,107977,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CO,Colorado,PET,Petroleum,,14,,6,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CO,Colorado,OTH,Other,,0,,321,,119,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CO,Colorado,NG,Natural Gas,,1399,,3055,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CO,Colorado,COL,Coal,,32424,,149876,,107836,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CA,California,ALL,Total,736,62249,1.3,119437,.9,80991,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CA,California,PET,Petroleum,,3680,,8417,,51733,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CA,California,OTH,Other,,814,,11163,,1571,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CA,California,NG,Natural Gas,,53187,,81326,,288,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,CA,California,COL,Coal,,4568,,18532,,27401,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AZ,Arizona,ALL,Total,1193,39019,5.1,182763,4,143396,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AZ,Arizona,PET,Petroleum,,116,,222,,559,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AZ,Arizona,OTH,Other,,0,,112,,653,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1994,AZ,Arizona,NG,Natural Gas,,1390,,3840,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,AR,Arkansas,COL,Coal,,18984,,92187,,66566,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WY,Wyoming,ALL,Total,2257,41830,10.2,207345,4.1,82613,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WY,Wyoming,PET,Petroleum,,101,,163,,446,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WY,Wyoming,OTH,Other,,0,,0,,137,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WY,Wyoming,NG,Natural Gas,,221,,616,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WY,Wyoming,COL,Coal,,41507,,206566,,82028,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WV,West Virginia,ALL,Total,2017,68542,8.3,309832,28,1046141,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WV,West Virginia,PET,Petroleum,,232,,342,,389,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WV,West Virginia,NG,Natural Gas,,336,,851,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WV,West Virginia,COL,Coal,,67974,,308639,,1045752,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WI,Wisconsin,ALL,Total,1726,39405,8,200909,10.6,266760,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WI,Wisconsin,PET,Petroleum,,670,,1386,,16572,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WI,Wisconsin,OTH,Other,,90,,5618,,22446,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WI,Wisconsin,NG,Natural Gas,,543,,1545,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WI,Wisconsin,COL,Coal,,38101,,192360,,227741,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WA,Washington,ALL,Total,279,11143,1.6,69477,1.9,84050,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WA,Washington,PET,Petroleum,,181,,344,,612,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WA,Washington,OTH,Other,,117,,3112,,9768,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WA,Washington,NG,Natural Gas,,1774,,2663,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,WA,Washington,COL,Coal,,9070,,63359,,73657,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VT,Vermont,ALL,Total,10,22,.1,163,0,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VT,Vermont,PET,Petroleum,,8,,1,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VT,Vermont,OTH,Other,,0,,146,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VT,Vermont,NG,Natural Gas,,14,,17,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VA,Virginia,ALL,Total,1332,37069,4.9,148605,8.6,263299,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VA,Virginia,PET,Petroleum,,2490,,4187,,12066,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VA,Virginia,OTH,Other,,529,,5542,,12594,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VA,Virginia,NG,Natural Gas,,2319,,3698,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,VA,Virginia,COL,Coal,,31731,,135178,,238627,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IN,Indiana,ALL,Total,2135,100581,10.1,523404,24.6,1273599,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IN,Indiana,PET,Petroleum,,703,,916,,414,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IN,Indiana,OTH,Other,,321,,969,,123,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IN,Indiana,NG,Natural Gas,,937,,2355,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IN,Indiana,COL,Coal,,98620,,519166,,1273057,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IL,Illinois,ALL,Total,1074,70044,5.8,416196,12,860869,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IL,Illinois,PET,Petroleum,,1117,,1541,,4637,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IL,Illinois,OTH,Other,,76,,1615,,123,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IL,Illinois,NG,Natural Gas,,2086,,5099,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IL,Illinois,COL,Coal,,66765,,407940,,856101,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,ID,Idaho,ALL,Total,147,706,.7,3434,1.8,9647,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,ID,Idaho,PET,Petroleum,,1,,2,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,ID,Idaho,OTH,Other,,34,,999,,3566,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,ID,Idaho,NG,Natural Gas,,351,,681,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,ID,Idaho,COL,Coal,,319,,1753,,6079,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IA,Iowa,ALL,Total,2221,32348,11,175974,14,224297,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IA,Iowa,PET,Petroleum,,70,,588,,6074,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IA,Iowa,OTH,Other,,2,,243,,195,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IA,Iowa,NG,Natural Gas,,746,,1976,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,IA,Iowa,COL,Coal,,31530,,173167,,218025,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,HI,Hawaii,ALL,Total,1719,7770,3.3,16241,4.8,24084,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,HI,Hawaii,PET,Petroleum,,6178,,9914,,20823,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,HI,Hawaii,OTH,Other,,251,,712,,50,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,HI,Hawaii,COL,Coal,,1341,,5616,,3211,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,GA,Georgia,ALL,Total,1395,64342,5.4,275391,14.9,754549,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,GA,Georgia,PET,Petroleum,,2879,,4548,,6444,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,GA,Georgia,OTH,Other,,101,,10121,,33154,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,GA,Georgia,NG,Natural Gas,,819,,1775,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,GA,Georgia,COL,Coal,,60543,,258948,,714951,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,FL,Florida,ALL,Total,1456,100571,4.6,349244,10.1,763824,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,FL,Florida,PET,Petroleum,,28283,,51319,,259343,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,FL,Florida,OTH,Other,,2062,,12280,,35535,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,FL,Florida,NG,Natural Gas,,11121,,30605,,66,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
1993,FL,Florida,COL,Coal,,59106,,255040,,468879,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
